GeneSymbol	Diseases
P2RY12	Atherosclerosis:Lupus erythematosus:Pulmonary embolism:Vascular disease
MNAT1	Leukoencephalopathy:Lung cancer:Rheumatoid arthritis
ORM1	Embryoma:Leukemia
PDE2A	Systemic infection
NARG1	Retinal disease:Thyroid cancer
GFRA1	Breast cancer:Parkinson disease:Thyroid cancer
HBEGF	Atherosclerosis:Brain tumor:Breast cancer:Kidney disease:Malignant fibroxanthoma:Retinal disease:Stomach cancer
CTNS	Kidney disease
SPG11	"Spastic paraplegia, Hereditary":Mental retardation
HTR2B	Colon cancer:Drug abuse:Hypertension
HTR2C	Anorexia nervosa:Behavior disease:Bipolar disorder:Hypertension:Migraine:Obesity
ORM2	Cancer:Embryoma
HTR2A	Anorexia nervosa:Autistic disorder:Behavior disease:Bipolar disorder:Choriocarcinoma:Chronic fatigue syndrome:Colon cancer:Depression:Dermatitis:Drug-Induced dyskinesia:Hypertension:Obesity:Obsessive-compulsive disorder:Panic disorder:Psychotic disorder:Rheumatoid arthritis:Stroke
EIF6	Liver cancer:Neoplasm metastasis
TSPAN1	Liver cancer:Squamous cell cancer
TNFSF15	Atherosclerosis:Enteritis:Rheumatoid arthritis:Ulcerative colitis
TSPAN7	Mental retardation
PDE3B	Leukemia
SLC7A9	Kidney disease
TSPAN8	Esophageal tumor:Neoplasm metastasis
TNFSF18	Breast cancer:Dermatitis
CBFB	Leukemia:Stomach cancer
MTHFD1L	Down syndrome:Folic acid deficiency
SLC7A7	Yersinia infection
SLC2A4	Cancer:Chronic obstructive airway disease:Cirrhosis:Diabetes mellitus:Encephalopathies:Glucose intolerance:Heart failure:Hyperinsulinism:Hyperthyroidism:Metabolism disease:Polycystic ovary syndrome
SLC2A3	Breast cancer:Cervical cancer:Degenerative disc disease:Hyperthyroidism:Hypoglycemia:Metastasis to lymph nodes
DDX25	"Infertility, Male":Azoospermia:Oligospermia:Prostate cancer
PDE4A	Chronic obstructive airway disease:Leukemia
SLC2A2	Diabetes mellitus:Obesity
DDX24	Virus disease
PDE4B	Behavior disease:Depression:Leukemia
SLC2A1	Cancer:Degenerative disc disease:Diabetes mellitus:Heart failure:Hemolytic anemia:Hypoglycemia:Kidney failure:Obesity:Spinal dysraphism
PSIP1	Alopecia:Leukemia
CTDSP1	Tuberculosis
DDX20	Spinal cord disease
ASPH	Abortion:Cancer
INSR	Abortion:Breast cancer:Choriocarcinoma:Colon cancer:Hyperglycemia:Hypertension:Migraine:Muscular dystrophies:Obesity:Ovarian cancer:Polycystic ovary syndrome:Systemic scleroderma
ASPM	Brain tumor:Liver cancer
IDUA	Connective tissue disease
NUDT1	Diabetes mellitus:Lung cancer:Prostate cancer
LOC442459	Renal Cell cancer
NUDT6	Brain tumor:Esophagus cancer:Lung cancer
PCTP	Thrombophlebitis
HNRNPA2B1	Alzheimer's disease:Brain tumor:Down syndrome:Muscular dystrophies:Pancreas cancer:Rheumatoid arthritis
FBP1	Diabetes mellitus
PDE4D	Atherosclerosis:Cardiovascular disease:Chronic obstructive airway disease:Leukemia
ARPC1B	AIDS:Embryoma:Stomach cancer
DDX39	Cancer:Embryoma
AKR1B10	Atherosclerosis:Barrett's esophagus:Breast cancer:Bronchial disease:Cervical cancer:Diabetes mellitus:Endometrium cancer:Esophagus cancer:Hamman-Rich syndrome:Lung cancer:Squamous cell cancer
XRN2	Cancer
CRAC1	Colon cancer
STX8	Alzheimer's disease
CTAG1B	Cancer:Testicular dysfunction
ASS1	Embryoma:Encephalopathies:Renal Cell cancer
TIMP4	Breast cancer:Cervical cancer:Colon cancer:Infiltrating cancer:Prostate cancer
CTAG1A	Lung cancer
TIMP2	Alzheimer's disease:Azoospermia:Bronchopulmonary dysplasia:CNS metastases:Cancer:Diabetes mellitus:Endometriosis:Hepatitis B:Huntington disease:Hypertension:Intracranial aneurysm:Moyamoya disease:Multiple sclerosis:Muscular dystrophy:Neuritis:Periodontitis:Skin cancer:Systemic infection:Systemic scleroderma:Transient hypertension of pregnancy
TIMP3	Aortic aneurysm:Bronchial disease:Cancer:Choriocarcinoma:Congenital abnormality:Diabetes mellitus:Hamman-Rich syndrome:Heart failure:Intracranial aneurysm:Macular degeneration:Rheumatoid arthritis
TIMP1	Alzheimer's disease:Amyotrophic lateral sclerosis:Aortic aneurysm:Asthma:Atherosclerosis:Azoospermia:Biliary Atresia:Breast cancer:Bronchiolitis obliterans:Bronchopulmonary dysplasia:Cervical cancer:Chronic obstructive airway disease:Colon cancer:Dental plaque:Dermatitis:Diabetes mellitus:Embryoma:Endometriosis:Enteritis:Glomerulonephritis:Heart failure:Hepatitis B:Hodgkin's disease:Hypertension:Infiltrating cancer:Intracranial aneurysm:Kidney disease:Leukemia:Liver cancer:Liver metastases:Lung cancer:Lupus erythematosus:Lupus vulgaris:Melanoma:Meningioma:Metastasis to lymph nodes:Mucocutaneous lymph node syndrome:Multiple myeloma:Multiple sclerosis:Muscular dystrophy:Ovary cancer:Parkinson disease:Polycystic ovary syndrome:Primary tumor:Prostate cancer:Skin cancer:Stomach cancer:Subacute sclerosing panencephalitis:Systemic infection:Systemic scleroderma:Thyroid cancer:Transient hypertension of pregnancy:Ulcerative colitis
FGG	Cardiovascular disease:Hemorrhagic disorder:Infectious lung disease:Prostate cancer:Rabies:Thrombophilia
HNRNPK	Cancer:Hemolytic-Uremic syndrome
TCERG1	Huntington disease
FGA	Amyloidosis:Cerebrovascular disorder:Hemorrhagic disorder:Obesity
FGB	Cardiovascular disease:Hemorrhagic disorder:Liver disease:Metabolism disease:Systemic infection
HNRNPF	Cancer:Colon cancer
HNRNPD	Autoimmune disease:Melanoma:Rheumatism
FAM5C	Atherosclerosis
PCYT1A	Spinal dysraphism
DOPEY2	Down syndrome:Mental retardation
MYP12	Eye disease
MYP11	Eye disease
ARPP19	Alzheimer's disease:Down syndrome
CACNA1S	Amyotrophic lateral sclerosis:Endocrine system disease
SLC7A1	Hypertension
MYH11	Arteriopathy:Colon cancer:Hereditary disease:Leukemia
CACNA1G	Epilepsy
CACNA1H	Breast cancer:Congenital heart disease:Epilepsy:Prostate cancer
CACNA1E	Diabetes mellitus:Rabies
EAF2	Cancer:Prostate cancer
CACNA1F	Drug abuse:Optic atrophy:Retinal disease
VCX	Yersinia infection
CACNA1C	Atherosclerosis
PCSK1N	Alzheimer's disease:Brain disease:Psychotic disorder
TRIP6	Carcinoma
CACNA1A	Cerebellar disease:Congenital abnormality:Mental retardation:Migraine:Myopathy:Myotonic disorder:Spinocerebellar ataxias
MYH10	Cancer:Respiratory failure
SAT1	Colon cancer:Lung cancer:Ovarian cancer:Spinal cord disease
NBN	Adenovirus infection:Cancer:Fanconi's anemia:Hereditary disease:Immunologic deficiency syndrome:Werner syndrome
PNMT	Hypertension:Multiple sclerosis:Obesity
UCHL1	Alzheimer's disease:Colon cancer:Embryoma:Lung cancer:Lysosomal storage disease:Parkinson disease:Renal Cell cancer:Yersinia infection
CTCF	Breast cancer:Lung cancer:Nephroblastoma
FER	Cancer:Embryoma
DPH3	Deafness
CXADR	Adenovirus infection:Bronchial disease:Cancer
VGF	Amyotrophic lateral sclerosis:Cancer
FES	Colon cancer:Sarcoma
GLB1	Encephalopathies:HIV infection:Myopathy:Nevus
AKR1C2	Barrett's esophagus:Bladder cancer:Breast cancer:Esophageal disease:Glaucoma
AKR1C4	Depression
S100PBP	Adenocarcinoma
C13ORF23	Enteritis:Ulcerative colitis
KDM5A	Cancer
LOXL2	Encephalopathies:Movement disorder:Squamous cell cancer
KDM5B	Breast cancer:Prostate cancer
LOXL1	Chronic simple glaucoma:Eye disease:Glaucoma:Retinal disease
AKR1C1	Cancer:Glaucoma:Obesity
ND1	Diabetes mellitus:Encephalopathies:Hypertension:Myotonic disorder:Neuropathy:Schizophrenia
NOS1AP	Behavior disease:Bipolar disorder
ND4	Cystic fibrosis:Deafness:Infertility
ND5	Intestinal disease:Multiple sclerosis:Parkinson disease:Schizophrenia
ND2	Hypertension:Leigh disease:Parkinson disease
ND3	Breast cancer:Leigh disease:Myotonic disorder
HLTF	Colon cancer:Esophagus cancer:Nevus:Renal Cell cancer:Stomach cancer
LPIN2	Diabetes mellitus:Eye disease
NCL	Breast cancer:Embryoma:HIV infection:Leukemia
RECQL	Cancer:Embryoma
CARM1	Breast cancer:Prostate cancer
GAP43	Endometriosis:Schizophrenia
ACVR1	Asthma
VIP	Adenocarcinoma:Arthritis:Breast cancer:Cholelithiasis:Dermatitis:Enteritis:Hypertension:Polyarthritis:Prostate cancer:Pulmonary hypertension:Rheumatoid arthritis
GALNT3	Cancer
NDN	Systemic scleroderma
CTF1	Alopecia:Dermatitis:Heart failure:Metabolic syndrome X
SAV1	Carcinoma
NDP	Congenital abnormality:Infantile spasms:Retinal disease
VIM	"Skin disease, Genetic":Alimentary system disease:Bone metastases:Brain tumor:Breast cancer:Connective tissue disease:Prostate cancer:Sarcoma:Tuberculosis
CABP1	Drug abuse
RNH1	Melanoma
ASNS	Leukemia
HRES1	Lupus erythematosus
TSPYL1	Thalassemia
TSC22D1	Cancer:Diabetes mellitus
ANXA7	Metastasis to lymph nodes:Stomach cancer
ANXA8	Breast cancer
HMGXB4	Behavior disease
PAFAH1B1	Asthma:Congenital abnormality:Hereditary disease:Periodontitis
PAFAH1B2	Thrombophilia
FBN2	Bone disease:Intracranial aneurysm
ND6	Neuropathy:Optic atrophy
SLC2A9	Atherosclerosis:Degenerative disc disease:Gouts
NES	Alzheimer's disease:Cancer
NF2	Cancer:Neurofibromatosis:Polyneuropathy:Spinal cord disease
VHL	Cancer:Congenital abnormality:Epilepsy:Ischemia:Oral cancer:Polycythemia:Rabies:Vascular disease
ASMT	Autistic disorder:Congenital heart disease:Pervasive development disorder
FBN1	Bone disease:Connective tissue disease:Drug abuse:Encephalopathies:Glaucoma:Mitral valve disease:Myelofibrosis:Systemic scleroderma:Thyroid cancer:Tuberculosis
NF1	Alopecia:Bladder cancer:Bone disease:Brain tumor:Congenital abnormality:Dental enamel hypoplasia:Gastrointestinal stromal tumor:Hemolytic-Uremic syndrome:Intraocular melanoma:Leukemia:Mental retardation:Neurofibromatosis:Peripheral nerve sheath tumor
DPYSL5	Bone marrow disease:Eye disease:Lung cancer:Neuropathy
ANXA1	Adrenoleukodystrophy:Cancer:Hamman-Rich syndrome:Hepatitis:Muscular dystrophies:Rheumatoid arthritis
DPYSL4	Down syndrome
IDO1	Asthma:Breast cancer:Colon cancer:Embryoma:Enteritis:Hepatitis C:Leukemia:Lichen planus:Multiple sclerosis:Primary biliary cirrhosis:Skin disease:Ulcerative colitis
ANXA5	Colon cancer:Growth retardation:Hypertension:Ischemia:Osteosarcoma:Systemic scleroderma
ANXA4	Renal Cell cancer
ANXA2	Adrenoleukodystrophy:Amnionitis:Antiphospholipid syndrome:Aseptic necrosis of bone:Asthma:Cancer:Cardiovascular disease:Hemorrhagic disorder:Muscular dystrophies
CLPTM1	Prostate cancer
CCDC110	Cancer:Embryoma
NEB	"Myopathies, Nemaline"
PNOC	Drug abuse:Encephalopathies:Movement disorder
INVS	Hydrocephalus:Kidney failure:Polycystic kidney:Retinitis pigmentosa
AKR1B1	Adrenal gland tumor:Atherosclerosis:Colon cancer:Common cold:Diabetes mellitus:Ischemia:Metabolism disease:Pancreas disease
CYP24A1	Cancer:Diabetes mellitus
NOG	Ankylosis:Bone metastases:Hyperopia:Melanoma:Myeloproliferative disease:Primary tumor:Rhabdomyosarcoma
LYPD3	Colon cancer:Esophagus cancer:Neoplasm metastasis
POSTN	Cancer:Oral cancer
CLLU1	Leukemia
LOC728931	Adenovirus infection:Cancer
HTRA2	Colon cancer:Common wart:Parkinson disease:Renal Cell cancer
PLOD2	"Skin disease, Genetic":Vascular disease
U2AF1	Adenovirus infection:Pancreas cancer
EIF2B2	Leukodystrophy NOS
EIF2B4	Leukodystrophy NOS
EIF2B5	Congenital abnormality:Leukodystrophy NOS:Leukoencephalopathy:Multiple sclerosis
CLNS1A	Mesothelioma
POLL	Liver cancer:Liver tumor:Lung cancer
F11	Atherosclerosis:Hemorrhagic disorder:Thrombophilia
F12	Adenocarcinoma:Atherosclerosis:Hemorrhagic disorder
POLI	Breast cancer:Lymphoma:Yersinia infection
F10	Adenovirus infection:Breast cancer:Hemorrhagic disorder:Melanoma:Nevus:Osteomyelitis:Solid tumor:Systemic scleroderma:Vitamin D deficiency
POLH	Skin tumor:Yersinia infection
POLG	"Infertility, Male":Chronic progressive external ophthalmoplegia:Liver failure:Mitochondrial disease:Nervous system disease:Neuropathy:Oligospermia:Polyneuropathy
C11ORF30	Breast cancer:Ovarian cancer
POLE	Lung cancer
RAP1GDS1	Leukemia:Lung cancer
POLB	Alzheimer's disease:Breast cancer:Heart failure:Stomach cancer:Werner syndrome
GCC2	Influenza
BOLL	Azoospermia:Infertility
GCC1	Influenza
CRHR1	"Supranuclear palsy, progressive":Depression:Endometrial cancer:Ovarian cancer:Pre-Eclampsia
CRHR2	Asthma:Panic disorder
MAD2L1	Barrett's esophagus:Cancer
HUWE1	Mental retardation
RFC1	Down syndrome:Lymphoma:Meningioma
MAD2L2	Liver cancer:Renal Cell cancer
GIGYF2	Parkinson disease
ITGA2B	"Purpura, Thrombocytopenic, Idiopathic":Aplastic anemia:Atherosclerosis:Autoimmune disease:Diabetes mellitus:Hemorrhagic disorder:Schizophrenia:Stroke:Takayasu's arteritis:Thrombocytopenia
SIVA1	Cancer:Embryoma
CTSL2	Diabetes mellitus:Myasthenia Gravis
GCNT3	Colon cancer
GCNT2	Rabies
FCER2	Cancer
ELN	"Skin disease, Genetic":Aortic valve disease:Arteriopathy:Chronic obstructive airway disease:Chronic simple glaucoma:Intracranial aneurysm:Melanoma:Ovarian disease:Panic disorder:Ptosis:Rabies:Subarachnoid hemorrhage
FIGLA	Ovarian failure
ITGA11	Cancer:Embryoma
POMC	Abortion:Adrenal gland hyperfunction:Alopecia:Cushing syndrome:Depression:Diabetes mellitus:Drug abuse:Infection:Melanoma:Mesothelioma:Obesity:Osteoporosis:Pre-Eclampsia:Schizophrenia:Sella turcica tumor:Vitiligo
TAGLN3	Schizophrenia
KCNMB1	Brain tumor:Bronchial disease
CTSL1	Brain tumor:Breast cancer:Dermatitis:Embryoma:Glucose intolerance:Hypertension:Keratosis:Meningioma:Neoplasm metastasis:Squamous cell cancer
TPI1	Lupus erythematosus:Lupus vulgaris:Melanoma:Multiple sclerosis:Myotonic disorder:Polyarthritis
POLM	Lymphoma
NKX2-1	Cancer:Mental retardation:Thyroid gland disease
NKX2-5	Congenital heart disease:Leukemia:Yolk Sac tumor
GCNT1	Diabetes mellitus:Hyperglycemia:Leukemia:Lymphoma:Prostate cancer:Rheumatoid arthritis
EMD	HIV infection:Muscular atrophy:Muscular dystrophies:Myopathy
GCDH	Leukoencephalopathy
CREBBP	Aseptic necrosis of bone:Esophagus cancer:Leukemia:Leukoencephalopathy:Lung cancer:Mucopolysaccharidosis:Neuroblastoma:Prostate cancer:Rheumatism
S100A11	Cancer:Dermatitis:Polyarthritis
S100A10	Depression:Neoplasm metastasis:Papillary cancer
EN1	Schizophrenia
SLAMF7	Multiple myeloma
CSRP1	Liver cancer
EN2	Autistic disorder:Behavior disease:Pervasive development disorder
ARFIP1	Fibrosarcoma
SLAMF1	Cancer:Communicable disease:Leprosy:Primary biliary cirrhosis
S100A13	Brain tumor:Endometriosis
S100A12	Alzheimer's disease:Arthritis:Enteritis:Mucocutaneous lymph node syndrome:Polyneuropathy:Psoriasis
TULP1	Amaurosis congenita of leber I :Retinal disease
CBLB	Autoimmune disease:Diabetes mellitus:Leukemia:Muscular atrophy
NPS	Asthma
EPS8	Cervical cancer
PON1	Atherosclerosis:Diabetes mellitus:Kidney failure:Retinal disease:Schizophrenia
AIRE	Alopecia:Autoimmune disease:Congenital abnormality:Immunologic deficiency syndrome:Thymoma:Vitiligo
POF1B	Ovarian failure
ENG	"Hypertension, Pulmonary":Amyotrophic lateral sclerosis:Atherosclerosis:Cancer:Capillaries disease:Diabetes mellitus:Endometriosis:Growth retardation:Hepatitis C:Intracranial aneurysm:Moyamoya disease:Pancreatitis:Pre-Eclampsia:Psoriasis:Scleroderma:Systemic scleroderma
WASF3	Brain disease:Skin cancer
WASF1	Wiskott-Aldrich syndrome
WASF2	Breast cancer:Liver metastases
DNAJC15	Brain disease:Brain tumor:Nervous system tumor:Ovarian cancer
CTAGE1	Cancer
KCNMA1	Epilepsy:Ischemia:Movement disorder:Neurodegenerative disorder:Prostate cancer
RPH3AL	Colon cancer
CBR3	Embryoma:Heart failure:Neoplasm metastasis:Ovarian cancer
SIAH1	Liver cancer:Pancreas cancer:Parkinson disease:Stomach cancer
TPH1	Autistic disorder:Behavior disease:Bipolar disorder:Depression:Hypertension:Migraine:Thalassemia
NMI	Breast cancer
EHF	Embryoma:Prostate cancer
GCGR	Diabetes mellitus:Hypertension
GCH1	Atherosclerosis:Bipolar disorder:CNS metastases:Myotonic disorder:Parkinson disease:Vitamin B deficiency
BEST1	Cystic fibrosis:Macular degeneration
MRPL17	Rheumatoid arthritis
FAT1	Bipolar disorder:Oral cancer:Squamous cell cancer
MRPL19	Learning disorder
FASN	Cancer:Obesity:Osteitis deformans
AATF	Colon cancer:Leukemia
NMU	Cancer:Obesity
NAT1	Cancer:Cleft palate:Lupus erythematosus:Parkinson disease:Spinal dysraphism:Ulcerative colitis
NAT2	Alzheimer's disease:Cancer:Chronic obstructive airway disease:Dermatitis:Diabetes mellitus:Endometriosis:Enteritis:Gastrointestinal tumor:Lupus erythematosus:Parkinson disease:Periodontal disease:Pre-Eclampsia:Rheumatoid arthritis
EIF2B1	Encephalopathies
SPANXB2	Yersinia infection
SPANXB1	Leukemia:Multiple myeloma
PBX1	Diabetes mellitus:Esophagus cancer:Leukemia:Obesity:Prostate cancer
PBX2	Cancer
ALDRL2	Diabetes mellitus
STIL	Cancer
RPE65	Amaurosis congenita of leber I :Retinal disease:Retinitis pigmentosa
MUTYH	Cancer
CASP8AP2	Leukemia:Stomach cancer
TPT1	Leukemia:Prostate cancer:Rheumatoid arthritis
PHYHIP	Down syndrome
POU5F1P3	Testicular dysfunction
PCDHGA11	Brain tumor
CCL4L1	HIV infection
PROKR1	Cancer:Embryoma
NR0B1	Adrenal gland hypofunction:Azoospermia:Endometrial cancer:Endometriosis:Ewings sarcoma:Hypertension:Urogenital abnormalities
TPTE	Down syndrome
MAP4K4	Cancer:Carcinoma
MAP4K5	Diabetes mellitus
LYST	Hemorrhagic disorder
SDCBP	Cancer
GCLC	Bronchial disease:Chronic obstructive airway disease:Colon cancer:Hypertension:Lung disease
MAP4K1	Colon cancer
GCLM	Atherosclerosis:Lung cancer:Schizophrenia
CHIT1	"Prostatic hypertrophy, Benign":Atherosclerosis:Encephalopathies:Helminthiasis:Leukemia:Leukodystrophy NOS:Pre-Eclampsia:Prostate cancer:Sarcoidosis:Thalassemia:Tuberculosis
CHMP2B	Alzheimer's disease:Amyotrophic lateral sclerosis:Brain disease:Neurodegenerative disorder:Psychotic disorder
B3GNT8	Colon cancer
GCKR	Diabetes mellitus:Obesity
CTRC	Pancreatitis
SKIL	Barrett's esophagus:Melanoma:Scleroderma:Systemic scleroderma
B3GNT2	Embryoma:Pancreas cancer
NYX	Eye disease
HAVCR1	Asthma:Dermatitis:Lupus erythematosus:Malaria:Renal Cell cancer:Systemic scleroderma
EVC	Eye disease:Kidney disease
ATAD2	Breast cancer
CASC5	Cancer
CASC2	Endometrial cancer:Endometrium cancer
UCP1	Diabetes mellitus:Hypertension:Obesity
KIAA2022	Mental retardation
GCM2	Autoimmune disease:Hyperparathyroidism
UCP3	Anorexia nervosa
PLCG1	Colon cancer:Prostate cancer:Turner's syndrome
UCP2	Anorexia nervosa:Atherosclerosis:Colon cancer:Diabetes mellitus:Drug abuse:Epilepsy:Hypertension:Multiple sclerosis:Obesity:Schizophrenia:Spinal dysraphism
PLCG2	Stomach cancer
CPNE1	Chronic simple glaucoma
CPNE3	Prostate cancer
WIF1	Barrett's esophagus:Cancer
IL3RA	Enteritis:Leukemia:Myeloproliferative disease:Schizophrenia
ESD	Tuberculosis:Uveitis
POMT2	Mental retardation:Muscular dystrophy
CTTN	Cancer:Infection
TPP1	Lysosomal storage disease:Neoplasm metastasis:Rabies
TPP2	Cancer
POMT1	Congenital abnormality
MGLL	Drug abuse
ERVK3	Breast cancer:Diabetes mellitus:Embryoma
ERVK2	Diabetes mellitus
CALCRL	Hypertension:Rheumatoid arthritis
PLCB2	Cancer
CTSZ	Tuberculosis
NRXN3	Drug abuse
MPP3	Retinal disease
MPP4	Retinitis pigmentosa
RING1	Prostate cancer
CTSS	Brain tumor:Emphysema:Obesity:Polymyositis
NRXN1	Autistic disorder:Schizophrenia
INHA	Asthma:Down syndrome:Drug abuse:Endometrial cancer:Kidney disease:Obesity:Oligospermia:Ovarian failure:Prostate cancer
IFNAR1	Malaria:Multiple myeloma:Pancreas cancer
CTSW	Alimentary system disease
STOM	Rabies
IFNAR2	Infection:Liver cancer:Lymphoma:Multiple myeloma:Pancreas cancer:Renal Cell cancer
ACVR2A	Colon cancer:Prostate cancer
CTSK	Breast cancer:Melanoma:Multiple myeloma:Neoplasm metastasis:Obesity:Polyarthritis:Prostate cancer:Rheumatoid arthritis:Yersinia infection
TPPP	Bladder cancer:Depression:Neurodegenerative disorder
KRIT1	Congenital abnormality
CTSE	Cancer:Dermatitis
HYMAI	Diabetes mellitus
CTSD	Alzheimer's disease:Barrett's esophagus:Cancer:Creutzfeldt-Jakob syndrome:Keratosis
CTSC	Immunologic deficiency syndrome:Periodontal disease:Periodontitis
NAIP	Embryoma:Leukemia:Myopathy:Obesity:Vascular disease
CTSB	Amyotrophic lateral sclerosis:Arthritis:Cancer:Diabetes mellitus:Protozoan infection
CTSH	Colon cancer:Neoplasm metastasis:Pulmonary alveolar proteinosis:Rabies
CTSG	Heart failure:Leukemia:Periodontitis:Rheumatoid arthritis:Systemic scleroderma:Tuberculosis
INPP1	Bipolar disorder
KIR2DL5B	Celiac disease
ING2	Liver cancer:Lung cancer:Melanoma
